reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart
78,80,162,0,0,0,6,0.0956981,,0.0129883,0.0956981,1.0104056,1.0104056,1.1098024,8.6646743,t,7.6306147,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
49,60,89,0,1,1,4,8.6806124,,8.6679216,8.6806124,9.6692438,9.6692438,9.6859321,14.2271548,t,4.5513894,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
40,55,62,0,2,2,3,14.2440673,,14.2284379,14.2440673,15.2422632,15.2422632,15.2589023,17.8970645,l,2.6456947,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
15,35,13,0,3,3,1,18.0000158,,17.8982498,18.0000158,18.9130045,18.9130045,19.01319,22.2681034,l,3.3410252,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
11,30,7,0,4,4,0,22.2832123,,22.2694211,22.2832123,23.2677435,23.2677435,23.2845636,25.7895181,l,2.513802,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
67,75,119,0,5,5,5,25.8037324,,25.790708,25.8037324,26.8051324,26.8051324,26.8051324,29.4594907,t,2.6417806,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
27,50,21,0,6,6,2,29.4743231,,29.4606318,29.4743231,30.4769579,30.4769579,30.4769579,35.2649234,t,4.7812413,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
40,55,62,1,0,7,3,35.28036,,35.2656034,35.28036,36.2657297,36.2657297,36.2820985,38.586525,t,2.3184523,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
15,35,13,1,1,8,1,38.6004001,,38.5874247,38.6004001,39.6024543,39.6024543,39.6024543,41.2892048,l,1.6750822,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
78,80,162,1,2,9,6,41.3039353,,41.2902967,41.3039353,42.2888215,42.2888215,42.3063473,44.4770852,t,2.1863089,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
11,30,7,1,3,10,0,44.4916617,,44.4781792,44.4916617,45.4928181,45.4928181,45.4928181,48.197584,l,2.6944557,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
27,50,21,1,4,11,2,48.2116908,,48.1987794,48.2116908,49.2129311,49.2129311,49.2129311,51.4999759,t,2.2708841,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
49,60,89,1,5,12,4,51.5150011,,51.5006815,51.5150011,52.5005711,52.5005711,52.5162819,54.605153,t,2.1021831,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
67,75,119,1,6,13,5,54.6229539,,54.6070168,54.6229539,55.6210159,55.6210159,55.6366702,57.9754569,t,2.352141,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
78,80,162,2,0,14,6,57.9892631,,57.9766282,57.9892631,58.9907213,58.9907213,58.9907213,63.2307973,l,4.2269258,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
49,60,89,2,1,15,4,63.2454733,,63.2319961,63.2454733,64.2463329,64.2463329,64.2463329,67.6345443,t,3.3775996,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
40,55,62,2,2,16,3,67.649168,,67.6355583,67.649168,68.6345525,68.6345525,68.6512991,70.6881534,l,2.0375538,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
27,50,21,2,3,17,2,70.7028993,,70.6893665,70.7028993,71.6879379,71.6879379,71.7048174,74.1252475,l,2.4199234,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
67,75,119,2,4,18,5,74.1402466,,74.1264224,74.1402466,75.1414569,75.1414569,75.1414569,77.2956303,t,2.1444423,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
15,35,13,2,5,19,1,77.3104396,,77.2968318,77.3104396,78.2954018,78.2954018,78.3117986,80.5003188,l,2.1874672,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
11,30,7,2,6,20,0,80.5133426,,80.5013612,80.5133426,81.5152965,81.5152965,81.5152965,83.2024637,l,1.6742929,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
49,60,89,3,0,21,4,83.2173023,,83.2036065,83.2173023,84.2182312,84.2182312,84.2182312,86.323991,t,2.1034504,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
40,55,62,3,1,22,3,86.3375823,,86.325681,86.3375823,87.338504,87.338504,87.338504,90.0770217,t,2.7327631,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
15,35,13,3,2,23,1,90.0917854,,90.0782032,90.0917854,91.0926771,91.0926771,91.0926771,92.5785202,l,1.4783974,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
67,75,119,3,3,24,5,92.5938331,,92.579419,92.5938331,93.5786458,93.5786458,93.5953231,95.01549,t,1.429562,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
27,50,21,3,4,25,2,95.0296344,,95.0166606,95.0296344,96.0317809,96.0317809,96.0317809,97.8863342,l,1.8524957,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
78,80,162,3,5,26,6,97.9004763,,97.8875176,97.9004763,98.9010914,98.9010914,98.9010914,101.0049545,t,2.086911,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
11,30,7,3,6,27,0,101.020253,,101.0061669,101.020253,102.0215652,102.0215652,102.0215652,103.4582534,l,1.4346295,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
15,35,13,4,0,28,1,103.472294,,103.4593975,103.472294,104.4740557,104.4740557,104.4740557,106.4782434,l,1.999474,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
67,75,119,4,1,29,5,106.493384,,106.4793453,106.493384,107.4946653,107.4946653,107.4946653,109.481315,t,1.9835857,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
78,80,162,4,2,30,6,109.4964626,,109.4824231,109.4964626,110.480993,110.480993,110.4979002,112.9017899,t,2.4121218,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
40,55,62,4,3,31,3,112.9163224,,112.90312,112.9163224,113.9177765,113.9177765,113.9177765,116.4555741,t,2.5290142,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
11,30,7,4,4,32,0,116.4699579,,116.4566527,116.4699579,117.4722369,117.4722369,117.4722369,118.7417899,l,1.2633732,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
49,60,89,4,5,33,4,118.7565246,,118.7431719,118.7565246,119.7575781,119.7575781,119.7575781,122.4125021,t,2.6430116,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
27,50,21,4,6,34,2,122.4268093,,122.4136707,122.4268093,123.4281935,123.4281935,123.4281935,124.9989688,l,1.5688447,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
27,50,21,5,0,35,2,125.0132571,,125.0001626,125.0132571,126.01445,126.01445,126.01445,127.6181861,l,1.5933682,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
11,30,7,5,1,36,0,127.6326425,,127.6193418,127.6326425,128.6338274,128.6338274,128.6338274,129.9862981,l,1.346736,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
78,80,162,5,2,37,6,130.0012947,,129.9872176,130.0012947,130.9865379,130.9865379,131.0031115,132.6398397,t,1.646165,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
67,75,119,5,3,38,5,132.6545785,,132.641173,132.6545785,133.656102,133.656102,133.656102,135.0591771,t,1.3942117,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
49,60,89,5,4,39,4,135.0741051,,135.0603138,135.0741051,136.0755973,136.0755973,136.0755973,137.579062,t,1.5006343,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
40,55,62,5,5,40,3,137.5934508,,137.5802238,137.5934508,138.5947357,138.5947357,138.5947357,140.1315966,t,1.5296081,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
15,35,13,5,6,41,1,140.1463792,,140.1327979,140.1463792,141.1476153,141.1476153,141.1476153,141.834376,l,0.6847793,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
78,80,162,6,0,42,6,141.848626,,141.8355437,141.848626,142.8495105,142.8495105,142.8495105,144.5031469,t,1.6391112,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
40,55,62,6,1,43,3,144.5180895,,144.5042094,144.5180895,145.5191451,145.5191451,145.5191451,146.7397078,t,1.2172742,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
27,50,21,6,2,44,2,146.7535962,,146.7410378,146.7535962,147.7554805,147.7554805,147.7554805,149.1754346,l,1.4148412,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
67,75,119,6,3,45,5,149.1896391,,149.176621,149.1896391,150.1909148,150.1909148,150.1909148,151.5272436,t,1.3252742,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
49,60,89,6,4,46,4,151.5418245,,151.5283379,151.5418245,152.5270613,152.5270613,152.5434989,153.8136256,t,1.2696327,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
15,35,13,6,5,47,1,153.8285591,,153.8147717,153.8285591,154.8125647,154.8125647,154.8291612,155.9326502,l,1.1122574,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
11,30,7,6,6,48,0,155.9468774,,155.933883,155.9468774,156.9480953,156.9480953,156.9480953,157.9846375,l,1.0303039,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
27,50,21,7,0,49,2,157.9997493,,157.9859243,157.9997493,158.9999139,158.9999139,158.9999139,160.3212359,l,1.3146723,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
78,80,162,7,1,50,6,160.3353667,,160.3225045,160.3353667,161.3366919,161.3366919,161.3366919,162.473088,t,1.1267747,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
40,55,62,7,2,51,3,162.4878509,,162.4743608,162.4878509,163.4890939,163.4890939,163.4890939,164.8918595,t,1.3880608,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
49,60,89,7,3,52,4,164.9067332,,164.8929415,164.9067332,165.9083457,165.9083457,165.9083457,167.1108953,t,1.1938589,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
67,75,119,7,4,53,5,167.125835,,167.1119766,167.125835,168.1109692,168.1109692,168.1272225,169.412929,t,1.2875796,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
15,35,13,7,5,54,1,169.4281981,,169.4138144,169.4281981,170.4134806,170.4134806,170.4298644,171.6836676,l,1.265841,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
11,30,7,7,6,55,0,171.6978687,,171.6848731,171.6978687,172.6989606,172.6989606,172.6989606,173.7852298,l,1.0786346,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
67,75,119,8,0,56,5,173.8005152,,173.7865738,173.8005152,174.8024169,174.8024169,174.8024169,175.9215513,t,1.1133004,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
11,30,7,8,1,57,0,175.9358506,,175.9226762,175.9358506,176.9372129,176.9372129,176.9372129,177.8734784,l,0.9340206,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
78,80,162,8,2,58,6,177.8883742,,177.8746868,177.8883742,178.8897545,178.8897545,178.8897545,180.1592159,t,1.2623619,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
40,55,62,8,3,59,3,180.1741732,,180.1602528,180.1741732,181.1752129,181.1752129,181.1752129,182.3275391,t,1.1510116,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
27,50,21,8,4,60,2,182.3427072,,182.3281231,182.3427072,183.3272517,183.3272517,183.3438923,184.5146009,l,1.1828294,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
15,35,13,8,5,61,1,184.5290177,,184.5156983,184.5290177,185.5128443,185.5128443,185.5297577,186.8839658,l,1.3640926,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
49,60,89,8,6,62,4,186.8982991,,186.8857197,186.8982991,187.8998431,187.8998431,187.8998431,188.9844881,t,1.0686357,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
27,50,21,9,0,63,2,188.9997462,,188.9852676,188.9997462,189.9849031,189.9849031,190.0013853,191.4549761,l,1.456486,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
11,30,7,9,1,64,0,191.4694686,,191.4560649,191.4694686,192.470874,192.470874,192.470874,193.4739144,l,0.9868386,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
78,80,162,9,2,65,6,193.4883671,,193.475264,193.4883671,194.4900612,194.4900612,194.4900612,195.6589808,t,1.1539849,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
40,55,62,9,3,66,3,195.6743653,,195.6601095,195.6743653,196.6589008,196.6589008,196.6756987,198.1622697,t,1.4864652,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
67,75,119,9,4,67,5,198.1768642,,198.1635571,198.1768642,199.1782581,199.1782581,199.1782581,200.2983515,t,1.1171754,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
15,35,13,9,5,68,1,200.3126986,,200.2995127,200.3126986,201.3140223,201.3140223,201.3140223,202.5165126,l,1.1882711,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
49,60,89,9,6,69,4,202.5312859,,202.5175514,202.5312859,203.5166372,203.5166372,203.533256,204.7023124,t,1.1813002,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
49,60,89,10,0,70,4,204.7169512,,204.7032846,204.7169512,205.7024086,205.7024086,205.719018,207.0555216,t,1.3488708,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
11,30,7,10,1,71,0,207.070187,,207.0566682,207.070187,208.0718347,208.0718347,208.0718347,209.2074105,l,1.119734,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
40,55,62,10,2,72,3,209.2226398,,209.2085421,209.2226398,210.224051,210.224051,210.224051,211.3766858,t,1.142561,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
67,75,119,10,3,73,5,211.3912094,,211.3777655,211.3912094,212.376513,212.376513,212.3929029,213.3954542,t,1.0045727,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
78,80,162,10,4,74,6,213.4106742,,213.3965746,213.4106742,214.4119111,214.4119111,214.4119111,215.4147169,t,0.9883483,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
27,50,21,10,5,75,2,215.4293061,,215.415816,215.4293061,216.4309614,216.4309614,216.4309614,217.5333115,t,1.086947,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
15,35,13,10,6,76,1,217.548196,,217.5344276,217.548196,218.5329816,218.5329816,218.5499432,219.9691244,l,1.4203526,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
49,60,89,11,0,77,4,219.9839583,,219.9701479,219.9839583,220.9689732,220.9689732,220.986047,222.2402048,t,1.2684919,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
78,80,162,11,1,78,6,222.2547215,,222.2414549,222.2547215,223.2547615,223.2547615,223.2547615,224.1909966,t,0.9288176,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
27,50,21,11,2,79,2,224.2058506,,224.1923467,224.2058506,225.2068648,225.2068648,225.2068648,226.4772889,l,1.2574114,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
40,55,62,11,3,80,3,226.4925639,,226.478431,226.4925639,227.4946241,227.4946241,227.4946241,229.1301831,t,1.6265013,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
11,30,7,11,4,81,0,229.1449679,,229.1313742,229.1449679,230.145638,230.145638,230.145638,231.1150736,l,0.952515,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
67,75,119,11,5,82,5,231.1298779,,231.1161084,231.1298779,232.1316616,232.1316616,232.1316616,233.3850793,t,1.2361842,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
15,35,13,11,6,83,1,233.398798,,233.3861835,233.398798,234.4005392,234.4005392,234.4005392,235.7705871,l,1.3630636,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
49,60,89,12,0,84,4,235.7854791,,235.7717042,235.7854791,236.7867283,236.7867283,236.7867283,237.8562039,t,1.0533349,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
11,30,7,12,1,85,0,237.870563,,237.8573824,237.870563,238.8723909,238.8723909,238.8723909,239.9743788,l,1.0902173,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
40,55,62,12,2,86,3,239.9900156,,239.9757959,239.9900156,240.9746147,240.9746147,240.9910989,242.2613615,t,1.2847596,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
78,80,162,12,3,87,6,242.2759246,,242.2624575,242.2759246,243.2769385,243.2769385,243.2769385,244.480646,t,1.1972827,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
15,35,13,12,4,88,1,244.4954852,,244.4819095,244.4954852,245.4960391,245.4960391,245.4960391,246.8159722,l,1.3064542,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
67,75,119,12,5,89,5,246.8303958,,246.8173437,246.8303958,247.8320128,247.8320128,247.8320128,248.9172446,t,1.0763857,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
27,50,21,12,6,90,2,248.9330238,,248.918013,248.9330238,249.9179732,249.9179732,249.934518,251.3050236,l,1.3734265,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
67,75,119,13,0,91,5,251.318378,,251.3062552,251.318378,252.3202927,252.3202927,252.3202927,253.3898892,t,1.0528461,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
49,60,89,13,1,92,4,253.4049237,,253.3911576,253.4049237,254.4057025,254.4057025,254.4057025,255.4255696,t,1.0063656,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
27,50,21,13,2,93,2,255.4398941,,255.4266472,255.4398941,256.4413406,256.4413406,256.4413406,257.6611447,l,1.2038319,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
15,35,13,13,3,94,1,257.6757842,,257.6623101,257.6757842,258.677656,258.677656,258.677656,259.7466771,l,1.0528747,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
11,30,7,13,4,95,0,259.7611513,,259.7477736,259.7611513,260.7466354,260.7466354,260.7628001,261.8822245,l,1.1206282,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
78,80,162,13,5,96,6,261.897024,,261.8833091,261.897024,262.8983097,262.8983097,262.8983097,264.3854157,t,1.4760637,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
40,55,62,13,6,97,3,264.4003552,,264.3865154,264.4003552,265.4015157,265.4015157,265.4015157,266.7381492,t,1.3258433,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
49,60,89,14,0,98,4,266.7529314,,266.7393598,266.7529314,267.7539864,267.7539864,267.7539864,269.1059115,t,1.3457304,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
78,80,162,14,1,99,6,269.1211114,,269.1065216,269.1211114,270.1064626,270.1064626,270.123893,271.1264646,t,1.0136692,None,69532,1,2024-11-13_22h25.44.628,DelayDiscountingExperiment,2024.1.5,None,2024-11-13 22h25.51.179761 +0530
